"","Locality","Prelim","22-23","13-23","PA","year","median_price"
"1","ABBOTSFORD",1027500,-7,58,4.7,2013,792500
"2","ABBOTSFORD",1027500,-7,58,4.7,2014,862500
"3","ABBOTSFORD",1027500,-7,58,4.7,2015,925000
"4","ABBOTSFORD",1027500,-7,58,4.7,2016,1187500
"5","ABBOTSFORD",1027500,-7,58,4.7,2017,1280000
"6","ABBOTSFORD",1027500,-7,58,4.7,2018,1192500
"7","ABBOTSFORD",1027500,-7,58,4.7,2019,1050000
"8","ABBOTSFORD",1027500,-7,58,4.7,2020,1200000
"9","ABBOTSFORD",1027500,-7,58,4.7,2021,1365000
"10","ABBOTSFORD",1027500,-7,58,4.7,2022,1346000
"11","ABBOTSFORD",1027500,-7,58,4.7,2023,1250000
"12","ABERFELDIE",3900000,-14,72,5.6,2013,947500
"13","ABERFELDIE",3900000,-14,72,5.6,2014,1045000
"14","ABERFELDIE",3900000,-14,72,5.6,2015,1207500
"15","ABERFELDIE",3900000,-14,72,5.6,2016,1300000
"16","ABERFELDIE",3900000,-14,72,5.6,2017,1471000
"17","ABERFELDIE",3900000,-14,72,5.6,2018,1498500
"18","ABERFELDIE",3900000,-14,72,5.6,2019,1390000
"19","ABERFELDIE",3900000,-14,72,5.6,2020,1520000
"20","ABERFELDIE",3900000,-14,72,5.6,2021,1858000
"21","ABERFELDIE",3900000,-14,72,5.6,2022,1900000
"22","ABERFELDIE",3900000,-14,72,5.6,2023,1631000
"23","AINTREE",753500,-1,NA,NA,2013,NA
"24","AINTREE",753500,-1,NA,NA,2014,NA
"25","AINTREE",753500,-1,NA,NA,2015,6e+05
"26","AINTREE",753500,-1,NA,NA,2016,6e+05
"27","AINTREE",753500,-1,NA,NA,2017,571000
"28","AINTREE",753500,-1,NA,NA,2018,557500
"29","AINTREE",753500,-1,NA,NA,2019,575000
"30","AINTREE",753500,-1,NA,NA,2020,616000
"31","AINTREE",753500,-1,NA,NA,2021,713500
"32","AINTREE",753500,-1,NA,NA,2022,756000
"33","AINTREE",753500,-1,NA,NA,2023,748000
"34","AIREYS INLET",1625000,-3,152,9.7,2013,664000
"35","AIREYS INLET",1625000,-3,152,9.7,2014,625500
"36","AIREYS INLET",1625000,-3,152,9.7,2015,680000
"37","AIREYS INLET",1625000,-3,152,9.7,2016,715000
"38","AIREYS INLET",1625000,-3,152,9.7,2017,737500
"39","AIREYS INLET",1625000,-3,152,9.7,2018,869000
"40","AIREYS INLET",1625000,-3,152,9.7,2019,985000
"41","AIREYS INLET",1625000,-3,152,9.7,2020,1132500
"42","AIREYS INLET",1625000,-3,152,9.7,2021,1775000
"43","AIREYS INLET",1625000,-3,152,9.7,2022,1725000
"44","AIREYS INLET",1625000,-3,152,9.7,2023,1675000
"45","AIRPORT WEST",860000,4,78,5.9,2013,532000
"46","AIRPORT WEST",860000,4,78,5.9,2014,575000
"47","AIRPORT WEST",860000,4,78,5.9,2015,635000
"48","AIRPORT WEST",860000,4,78,5.9,2016,742000
"49","AIRPORT WEST",860000,4,78,5.9,2017,845000
"50","AIRPORT WEST",860000,4,78,5.9,2018,845000
"51","AIRPORT WEST",860000,4,78,5.9,2019,795000
"52","AIRPORT WEST",860000,4,78,5.9,2020,812500
"53","AIRPORT WEST",860000,4,78,5.9,2021,960000
"54","AIRPORT WEST",860000,4,78,5.9,2022,911000
"55","AIRPORT WEST",860000,4,78,5.9,2023,945000
"56","ALBANVALE",612000,-1,90,6.6,2013,313000
"57","ALBANVALE",612000,-1,90,6.6,2014,328000
"58","ALBANVALE",612000,-1,90,6.6,2015,345000
"59","ALBANVALE",612000,-1,90,6.6,2016,439000
"60","ALBANVALE",612000,-1,90,6.6,2017,526500
"61","ALBANVALE",612000,-1,90,6.6,2018,546000
"62","ALBANVALE",612000,-1,90,6.6,2019,512000
"63","ALBANVALE",612000,-1,90,6.6,2020,545000
"64","ALBANVALE",612000,-1,90,6.6,2021,610000
"65","ALBANVALE",612000,-1,90,6.6,2022,6e+05
"66","ALBANVALE",612000,-1,90,6.6,2023,595000
"67","ALBERT PARK",2330000,-11,62,4.9,2013,1360000
"68","ALBERT PARK",2330000,-11,62,4.9,2014,1503000
"69","ALBERT PARK",2330000,-11,62,4.9,2015,1700000
"70","ALBERT PARK",2330000,-11,62,4.9,2016,1775000
"71","ALBERT PARK",2330000,-11,62,4.9,2017,2150000
"72","ALBERT PARK",2330000,-11,62,4.9,2018,2070000
"73","ALBERT PARK",2330000,-11,62,4.9,2019,1990000
"74","ALBERT PARK",2330000,-11,62,4.9,2020,1900000
"75","ALBERT PARK",2330000,-11,62,4.9,2021,2355000
"76","ALBERT PARK",2330000,-11,62,4.9,2022,2475000
"77","ALBERT PARK",2330000,-11,62,4.9,2023,2202500
"78","ALBION",712500,-8,102,7.3,2013,379000
"79","ALBION",712500,-8,102,7.3,2014,432000
"80","ALBION",712500,-8,102,7.3,2015,481000
"81","ALBION",712500,-8,102,7.3,2016,593000
"82","ALBION",712500,-8,102,7.3,2017,730000
"83","ALBION",712500,-8,102,7.3,2018,755000
"84","ALBION",712500,-8,102,7.3,2019,675000
"85","ALBION",712500,-8,102,7.3,2020,727500
"86","ALBION",712500,-8,102,7.3,2021,832500
"87","ALBION",712500,-8,102,7.3,2022,830000
"88","ALBION",712500,-8,102,7.3,2023,765000
"89","ALEXANDRA",470000,-13,83,6.2,2013,261000
"90","ALEXANDRA",470000,-13,83,6.2,2014,247500
"91","ALEXANDRA",470000,-13,83,6.2,2015,285000
"92","ALEXANDRA",470000,-13,83,6.2,2016,275000
"93","ALEXANDRA",470000,-13,83,6.2,2017,291500
"94","ALEXANDRA",470000,-13,83,6.2,2018,335000
"95","ALEXANDRA",470000,-13,83,6.2,2019,325000
"96","ALEXANDRA",470000,-13,83,6.2,2020,380000
"97","ALEXANDRA",470000,-13,83,6.2,2021,440000
"98","ALEXANDRA",470000,-13,83,6.2,2022,550000
"99","ALEXANDRA",470000,-13,83,6.2,2023,477500
"100","ALFREDTON",607500,-2,77,5.9,2013,361500
"101","ALFREDTON",607500,-2,77,5.9,2014,362000
"102","ALFREDTON",607500,-2,77,5.9,2015,340500
"103","ALFREDTON",607500,-2,77,5.9,2016,375000
"104","ALFREDTON",607500,-2,77,5.9,2017,412500
"105","ALFREDTON",607500,-2,77,5.9,2018,439000
"106","ALFREDTON",607500,-2,77,5.9,2019,480000
"107","ALFREDTON",607500,-2,77,5.9,2020,512000
"108","ALFREDTON",607500,-2,77,5.9,2021,605000
"109","ALFREDTON",607500,-2,77,5.9,2022,650000
"110","ALFREDTON",607500,-2,77,5.9,2023,640000
"111","ALLANSFORD",365000,5,94,6.8,2013,310000
"112","ALLANSFORD",365000,5,94,6.8,2014,242500
"113","ALLANSFORD",365000,5,94,6.8,2015,259000
"114","ALLANSFORD",365000,5,94,6.8,2016,275000
"115","ALLANSFORD",365000,5,94,6.8,2017,280000
"116","ALLANSFORD",365000,5,94,6.8,2018,245000
"117","ALLANSFORD",365000,5,94,6.8,2019,3e+05
"118","ALLANSFORD",365000,5,94,6.8,2020,371000
"119","ALLANSFORD",365000,5,94,6.8,2021,445000
"120","ALLANSFORD",365000,5,94,6.8,2022,573500
"121","ALLANSFORD",365000,5,94,6.8,2023,6e+05
"122","ALPHINGTON",NA,-5,92,6.8,2013,1080000
"123","ALPHINGTON",NA,-5,92,6.8,2014,1029000
"124","ALPHINGTON",NA,-5,92,6.8,2015,1296500
"125","ALPHINGTON",NA,-5,92,6.8,2016,1272500
"126","ALPHINGTON",NA,-5,92,6.8,2017,1560000
"127","ALPHINGTON",NA,-5,92,6.8,2018,1612500
"128","ALPHINGTON",NA,-5,92,6.8,2019,1455000
"129","ALPHINGTON",NA,-5,92,6.8,2020,1865000
"130","ALPHINGTON",NA,-5,92,6.8,2021,2280000
"131","ALPHINGTON",NA,-5,92,6.8,2022,2195000
"132","ALPHINGTON",NA,-5,92,6.8,2023,2076000
"133","ALTONA",1035500,-4,98,7.1,2013,572500
"134","ALTONA",1035500,-4,98,7.1,2014,646500
"135","ALTONA",1035500,-4,98,7.1,2015,718000
"136","ALTONA",1035500,-4,98,7.1,2016,832500
"137","ALTONA",1035500,-4,98,7.1,2017,950000
"138","ALTONA",1035500,-4,98,7.1,2018,932500
"139","ALTONA",1035500,-4,98,7.1,2019,890000
"140","ALTONA",1035500,-4,98,7.1,2020,914000
"141","ALTONA",1035500,-4,98,7.1,2021,1162500
"142","ALTONA",1035500,-4,98,7.1,2022,1180000
"143","ALTONA",1035500,-4,98,7.1,2023,1135000
"144","ALTONA EAST",850000,-7,83,6.2,2013,561500
"145","ALTONA EAST",850000,-7,83,6.2,2014,605000
"146","ALTONA EAST",850000,-7,83,6.2,2015,650000
"147","ALTONA EAST",850000,-7,83,6.2,2016,8e+05
"148","ALTONA EAST",850000,-7,83,6.2,2017,9e+05
"149","ALTONA EAST",850000,-7,83,6.2,2018,909000
"150","ALTONA EAST",850000,-7,83,6.2,2019,857500
"151","ALTONA EAST",850000,-7,83,6.2,2020,870000
"152","ALTONA EAST",850000,-7,83,6.2,2021,980000
"153","ALTONA EAST",850000,-7,83,6.2,2022,1100000
"154","ALTONA EAST",850000,-7,83,6.2,2023,1025000
"155","ALTONA MEADOWS",666000,-7,77,5.9,2013,390000
"156","ALTONA MEADOWS",666000,-7,77,5.9,2014,413000
"157","ALTONA MEADOWS",666000,-7,77,5.9,2015,440000
"158","ALTONA MEADOWS",666000,-7,77,5.9,2016,495000
"159","ALTONA MEADOWS",666000,-7,77,5.9,2017,626500
"160","ALTONA MEADOWS",666000,-7,77,5.9,2018,631500
"161","ALTONA MEADOWS",666000,-7,77,5.9,2019,615000
"162","ALTONA MEADOWS",666000,-7,77,5.9,2020,640000
"163","ALTONA MEADOWS",666000,-7,77,5.9,2021,720000
"164","ALTONA MEADOWS",666000,-7,77,5.9,2022,740000
"165","ALTONA MEADOWS",666000,-7,77,5.9,2023,690000
"166","ALTONA NORTH",860000,-7,73,5.6,2013,510000
"167","ALTONA NORTH",860000,-7,73,5.6,2014,555000
"168","ALTONA NORTH",860000,-7,73,5.6,2015,642500
"169","ALTONA NORTH",860000,-7,73,5.6,2016,725000
"170","ALTONA NORTH",860000,-7,73,5.6,2017,825000
"171","ALTONA NORTH",860000,-7,73,5.6,2018,835000
"172","ALTONA NORTH",860000,-7,73,5.6,2019,790000
"173","ALTONA NORTH",860000,-7,73,5.6,2020,830000
"174","ALTONA NORTH",860000,-7,73,5.6,2021,905000
"175","ALTONA NORTH",860000,-7,73,5.6,2022,942500
"176","ALTONA NORTH",860000,-7,73,5.6,2023,880500
"177","ANGLESEA",1455000,-10,182,10.9,2013,550000
"178","ANGLESEA",1455000,-10,182,10.9,2014,612500
"179","ANGLESEA",1455000,-10,182,10.9,2015,635000
"180","ANGLESEA",1455000,-10,182,10.9,2016,652500
"181","ANGLESEA",1455000,-10,182,10.9,2017,788000
"182","ANGLESEA",1455000,-10,182,10.9,2018,870000
"183","ANGLESEA",1455000,-10,182,10.9,2019,915000
"184","ANGLESEA",1455000,-10,182,10.9,2020,1100000
"185","ANGLESEA",1455000,-10,182,10.9,2021,1440000
"186","ANGLESEA",1455000,-10,182,10.9,2022,1717500
"187","ANGLESEA",1455000,-10,182,10.9,2023,1550000
"188","APOLLO BAY",885000,8,140,9.1,2013,450000
"189","APOLLO BAY",885000,8,140,9.1,2014,457500
"190","APOLLO BAY",885000,8,140,9.1,2015,435000
"191","APOLLO BAY",885000,8,140,9.1,2016,480000
"192","APOLLO BAY",885000,8,140,9.1,2017,545000
"193","APOLLO BAY",885000,8,140,9.1,2018,555000
"194","APOLLO BAY",885000,8,140,9.1,2019,915000
"195","APOLLO BAY",885000,8,140,9.1,2020,710000
"196","APOLLO BAY",885000,8,140,9.1,2021,924500
"197","APOLLO BAY",885000,8,140,9.1,2022,1e+06
"198","APOLLO BAY",885000,8,140,9.1,2023,1080000
"199","ARARAT",330000,-1,109,7.6,2013,180000
"200","ARARAT",330000,-1,109,7.6,2014,2e+05
"201","ARARAT",330000,-1,109,7.6,2015,210000
"202","ARARAT",330000,-1,109,7.6,2016,204500
"203","ARARAT",330000,-1,109,7.6,2017,199000
"204","ARARAT",330000,-1,109,7.6,2018,199000
"205","ARARAT",330000,-1,109,7.6,2019,215000
"206","ARARAT",330000,-1,109,7.6,2020,244000
"207","ARARAT",330000,-1,109,7.6,2021,313000
"208","ARARAT",330000,-1,109,7.6,2022,380000
"209","ARARAT",330000,-1,109,7.6,2023,375000
"210","ARDEER",707500,-8,90,6.6,2013,330000
"211","ARDEER",707500,-8,90,6.6,2014,360000
"212","ARDEER",707500,-8,90,6.6,2015,381500
"213","ARDEER",707500,-8,90,6.6,2016,517500
"214","ARDEER",707500,-8,90,6.6,2017,595000
"215","ARDEER",707500,-8,90,6.6,2018,629000
"216","ARDEER",707500,-8,90,6.6,2019,572000
"217","ARDEER",707500,-8,90,6.6,2020,615000
"218","ARDEER",707500,-8,90,6.6,2021,719000
"219","ARDEER",707500,-8,90,6.6,2022,682000
"220","ARDEER",707500,-8,90,6.6,2023,628500
"221","ARMADALE",1547500,-6,54,4.4,2013,1675000
"222","ARMADALE",1547500,-6,54,4.4,2014,1750000
"223","ARMADALE",1547500,-6,54,4.4,2015,2172500
"224","ARMADALE",1547500,-6,54,4.4,2016,2364000
"225","ARMADALE",1547500,-6,54,4.4,2017,2300000
"226","ARMADALE",1547500,-6,54,4.4,2018,2341500
"227","ARMADALE",1547500,-6,54,4.4,2019,2490000
"228","ARMADALE",1547500,-6,54,4.4,2020,2625000
"229","ARMADALE",1547500,-6,54,4.4,2021,2700000
"230","ARMADALE",1547500,-6,54,4.4,2022,2735500
"231","ARMADALE",1547500,-6,54,4.4,2023,2585000
"232","ARMSTRONG CREEK",650000,-6,44,3.7,2013,467500
"233","ARMSTRONG CREEK",650000,-6,44,3.7,2014,441500
"234","ARMSTRONG CREEK",650000,-6,44,3.7,2015,440000
"235","ARMSTRONG CREEK",650000,-6,44,3.7,2016,450000
"236","ARMSTRONG CREEK",650000,-6,44,3.7,2017,471000
"237","ARMSTRONG CREEK",650000,-6,44,3.7,2018,535000
"238","ARMSTRONG CREEK",650000,-6,44,3.7,2019,529500
"239","ARMSTRONG CREEK",650000,-6,44,3.7,2020,545500
"240","ARMSTRONG CREEK",650000,-6,44,3.7,2021,660000
"241","ARMSTRONG CREEK",650000,-6,44,3.7,2022,720000
"242","ARMSTRONG CREEK",650000,-6,44,3.7,2023,675000
"243","ASCOT (GREATER BENDIGO)",585000,2,74,5.7,2013,349500
"244","ASCOT (GREATER BENDIGO)",585000,2,74,5.7,2014,344500
"245","ASCOT (GREATER BENDIGO)",585000,2,74,5.7,2015,350000
"246","ASCOT (GREATER BENDIGO)",585000,2,74,5.7,2016,371000
"247","ASCOT (GREATER BENDIGO)",585000,2,74,5.7,2017,358000
"248","ASCOT (GREATER BENDIGO)",585000,2,74,5.7,2018,380000
"249","ASCOT (GREATER BENDIGO)",585000,2,74,5.7,2019,415500
"250","ASCOT (GREATER BENDIGO)",585000,2,74,5.7,2020,470000
"251","ASCOT (GREATER BENDIGO)",585000,2,74,5.7,2021,562500
"252","ASCOT (GREATER BENDIGO)",585000,2,74,5.7,2022,595000
"253","ASCOT (GREATER BENDIGO)",585000,2,74,5.7,2023,609500
"254","ASCOT VALE",9e+05,-2,77,5.9,2013,735000
"255","ASCOT VALE",9e+05,-2,77,5.9,2014,810000
"256","ASCOT VALE",9e+05,-2,77,5.9,2015,885000
"257","ASCOT VALE",9e+05,-2,77,5.9,2016,1010000
"258","ASCOT VALE",9e+05,-2,77,5.9,2017,1185000
"259","ASCOT VALE",9e+05,-2,77,5.9,2018,1197500
"260","ASCOT VALE",9e+05,-2,77,5.9,2019,1100000
"261","ASCOT VALE",9e+05,-2,77,5.9,2020,1210000
"262","ASCOT VALE",9e+05,-2,77,5.9,2021,1245000
"263","ASCOT VALE",9e+05,-2,77,5.9,2022,1325000
"264","ASCOT VALE",9e+05,-2,77,5.9,2023,1300500
"265","ASHBURTON",2005000,0,99,7.1,2013,1e+06
"266","ASHBURTON",2005000,0,99,7.1,2014,1200000
"267","ASHBURTON",2005000,0,99,7.1,2015,1435000
"268","ASHBURTON",2005000,0,99,7.1,2016,1567500
"269","ASHBURTON",2005000,0,99,7.1,2017,1812500
"270","ASHBURTON",2005000,0,99,7.1,2018,1712500
"271","ASHBURTON",2005000,0,99,7.1,2019,1641500
"272","ASHBURTON",2005000,0,99,7.1,2020,1600000
"273","ASHBURTON",2005000,0,99,7.1,2021,2e+06
"274","ASHBURTON",2005000,0,99,7.1,2022,1986000
"275","ASHBURTON",2005000,0,99,7.1,2023,1992500
"276","ASHWOOD",NA,-7,88,6.5,2013,775000
"277","ASHWOOD",NA,-7,88,6.5,2014,888000
"278","ASHWOOD",NA,-7,88,6.5,2015,1140000
"279","ASHWOOD",NA,-7,88,6.5,2016,1230000
"280","ASHWOOD",NA,-7,88,6.5,2017,1359000
"281","ASHWOOD",NA,-7,88,6.5,2018,1210000
"282","ASHWOOD",NA,-7,88,6.5,2019,1100000
"283","ASHWOOD",NA,-7,88,6.5,2020,1250500
"284","ASHWOOD",NA,-7,88,6.5,2021,1450000
"285","ASHWOOD",NA,-7,88,6.5,2022,1567500
"286","ASHWOOD",NA,-7,88,6.5,2023,1455000
"287","ASPENDALE",1438000,-7,115,8,2013,620000
"288","ASPENDALE",1438000,-7,115,8,2014,690000
"289","ASPENDALE",1438000,-7,115,8,2015,795500
"290","ASPENDALE",1438000,-7,115,8,2016,891000
"291","ASPENDALE",1438000,-7,115,8,2017,1125000
"292","ASPENDALE",1438000,-7,115,8,2018,980000
"293","ASPENDALE",1438000,-7,115,8,2019,994000
"294","ASPENDALE",1438000,-7,115,8,2020,1120000
"295","ASPENDALE",1438000,-7,115,8,2021,1321500
"296","ASPENDALE",1438000,-7,115,8,2022,1440000
"297","ASPENDALE",1438000,-7,115,8,2023,1332500
"298","ASPENDALE GARDENS",1050000,-3,90,6.7,2013,586500
"299","ASPENDALE GARDENS",1050000,-3,90,6.7,2014,632000
"300","ASPENDALE GARDENS",1050000,-3,90,6.7,2015,715000
"301","ASPENDALE GARDENS",1050000,-3,90,6.7,2016,775000
"302","ASPENDALE GARDENS",1050000,-3,90,6.7,2017,882500
"303","ASPENDALE GARDENS",1050000,-3,90,6.7,2018,935000
"304","ASPENDALE GARDENS",1050000,-3,90,6.7,2019,844000
"305","ASPENDALE GARDENS",1050000,-3,90,6.7,2020,970000
"306","ASPENDALE GARDENS",1050000,-3,90,6.7,2021,1130500
"307","ASPENDALE GARDENS",1050000,-3,90,6.7,2022,1150000
"308","ASPENDALE GARDENS",1050000,-3,90,6.7,2023,1117000
"309","ATTWOOD",715000,-4,76,5.8,2013,540000
"310","ATTWOOD",715000,-4,76,5.8,2014,515000
"311","ATTWOOD",715000,-4,76,5.8,2015,620000
"312","ATTWOOD",715000,-4,76,5.8,2016,660000
"313","ATTWOOD",715000,-4,76,5.8,2017,742500
"314","ATTWOOD",715000,-4,76,5.8,2018,750000
"315","ATTWOOD",715000,-4,76,5.8,2019,767500
"316","ATTWOOD",715000,-4,76,5.8,2020,750000
"317","ATTWOOD",715000,-4,76,5.8,2021,970000
"318","ATTWOOD",715000,-4,76,5.8,2022,990500
"319","ATTWOOD",715000,-4,76,5.8,2023,950000
"320","AVENEL",NA,12,140,9.2,2013,231000
"321","AVENEL",NA,12,140,9.2,2014,302000
"322","AVENEL",NA,12,140,9.2,2015,245000
"323","AVENEL",NA,12,140,9.2,2016,250000
"324","AVENEL",NA,12,140,9.2,2017,355000
"325","AVENEL",NA,12,140,9.2,2018,349000
"326","AVENEL",NA,12,140,9.2,2019,370000
"327","AVENEL",NA,12,140,9.2,2020,450000
"328","AVENEL",NA,12,140,9.2,2021,455000
"329","AVENEL",NA,12,140,9.2,2022,497500
"330","AVENEL",NA,12,140,9.2,2023,555000
"331","AVOCA",270000,-7,92,6.7,2013,182500
"332","AVOCA",270000,-7,92,6.7,2014,180000
"333","AVOCA",270000,-7,92,6.7,2015,182500
"334","AVOCA",270000,-7,92,6.7,2016,165000
"335","AVOCA",270000,-7,92,6.7,2017,212500
"336","AVOCA",270000,-7,92,6.7,2018,220000
"337","AVOCA",270000,-7,92,6.7,2019,219500
"338","AVOCA",270000,-7,92,6.7,2020,290000
"339","AVOCA",270000,-7,92,6.7,2021,325000
"340","AVOCA",270000,-7,92,6.7,2022,375000
"341","AVOCA",270000,-7,92,6.7,2023,350000
"342","AVONDALE HEIGHTS",825000,-5,76,5.8,2013,532500
"343","AVONDALE HEIGHTS",825000,-5,76,5.8,2014,562500
"344","AVONDALE HEIGHTS",825000,-5,76,5.8,2015,650000
"345","AVONDALE HEIGHTS",825000,-5,76,5.8,2016,750000
"346","AVONDALE HEIGHTS",825000,-5,76,5.8,2017,845500
"347","AVONDALE HEIGHTS",825000,-5,76,5.8,2018,830000
"348","AVONDALE HEIGHTS",825000,-5,76,5.8,2019,810000
"349","AVONDALE HEIGHTS",825000,-5,76,5.8,2020,842500
"350","AVONDALE HEIGHTS",825000,-5,76,5.8,2021,965500
"351","AVONDALE HEIGHTS",825000,-5,76,5.8,2022,990000
"352","AVONDALE HEIGHTS",825000,-5,76,5.8,2023,936000
"353","AVONSLEIGH",NA,-13,73,5.6,2013,420000
"354","AVONSLEIGH",NA,-13,73,5.6,2014,355000
"355","AVONSLEIGH",NA,-13,73,5.6,2015,397500
"356","AVONSLEIGH",NA,-13,73,5.6,2016,501000
"357","AVONSLEIGH",NA,-13,73,5.6,2017,562000
"358","AVONSLEIGH",NA,-13,73,5.6,2018,540000
"359","AVONSLEIGH",NA,-13,73,5.6,2019,532500
"360","AVONSLEIGH",NA,-13,73,5.6,2020,615000
"361","AVONSLEIGH",NA,-13,73,5.6,2021,752500
"362","AVONSLEIGH",NA,-13,73,5.6,2022,837500
"363","AVONSLEIGH",NA,-13,73,5.6,2023,725000
"364","AXEDALE",NA,-1,115,7.9,2013,240000
"365","AXEDALE",NA,-1,115,7.9,2014,357500
"366","AXEDALE",NA,-1,115,7.9,2015,327500
"367","AXEDALE",NA,-1,115,7.9,2016,340000
"368","AXEDALE",NA,-1,115,7.9,2017,350000
"369","AXEDALE",NA,-1,115,7.9,2018,355000
"370","AXEDALE",NA,-1,115,7.9,2019,387500
"371","AXEDALE",NA,-1,115,7.9,2020,390000
"372","AXEDALE",NA,-1,115,7.9,2021,505000
"373","AXEDALE",NA,-1,115,7.9,2022,520000
"374","AXEDALE",NA,-1,115,7.9,2023,515000
"375","BACCHUS MARSH",6e+05,-4,91,6.7,2013,335500
"376","BACCHUS MARSH",6e+05,-4,91,6.7,2014,348000
"377","BACCHUS MARSH",6e+05,-4,91,6.7,2015,355000
"378","BACCHUS MARSH",6e+05,-4,91,6.7,2016,376000
"379","BACCHUS MARSH",6e+05,-4,91,6.7,2017,415500
"380","BACCHUS MARSH",6e+05,-4,91,6.7,2018,480000
"381","BACCHUS MARSH",6e+05,-4,91,6.7,2019,5e+05
"382","BACCHUS MARSH",6e+05,-4,91,6.7,2020,520000
"383","BACCHUS MARSH",6e+05,-4,91,6.7,2021,597000
"384","BACCHUS MARSH",6e+05,-4,91,6.7,2022,665000
"385","BACCHUS MARSH",6e+05,-4,91,6.7,2023,640000
"386","BADGER CREEK",635000,2,133,8.8,2013,315000
"387","BADGER CREEK",635000,2,133,8.8,2014,325000
"388","BADGER CREEK",635000,2,133,8.8,2015,345000
"389","BADGER CREEK",635000,2,133,8.8,2016,379000
"390","BADGER CREEK",635000,2,133,8.8,2017,465000
"391","BADGER CREEK",635000,2,133,8.8,2018,5e+05
"392","BADGER CREEK",635000,2,133,8.8,2019,498000
"393","BADGER CREEK",635000,2,133,8.8,2020,550000
"394","BADGER CREEK",635000,2,133,8.8,2021,665000
"395","BADGER CREEK",635000,2,133,8.8,2022,715000
"396","BADGER CREEK",635000,2,133,8.8,2023,732500
"397","BAIRNSDALE",370000,-1,85,6.4,2013,235000
"398","BAIRNSDALE",370000,-1,85,6.4,2014,244000
"399","BAIRNSDALE",370000,-1,85,6.4,2015,246500
"400","BAIRNSDALE",370000,-1,85,6.4,2016,255000
"401","BAIRNSDALE",370000,-1,85,6.4,2017,272500
"402","BAIRNSDALE",370000,-1,85,6.4,2018,279000
"403","BAIRNSDALE",370000,-1,85,6.4,2019,274000
"404","BAIRNSDALE",370000,-1,85,6.4,2020,290000
"405","BAIRNSDALE",370000,-1,85,6.4,2021,350000
"406","BAIRNSDALE",370000,-1,85,6.4,2022,440000
"407","BAIRNSDALE",370000,-1,85,6.4,2023,435000
"408","BALACLAVA",1627500,-4,74,5.7,2013,860500
"409","BALACLAVA",1627500,-4,74,5.7,2014,942000
"410","BALACLAVA",1627500,-4,74,5.7,2015,1100000
"411","BALACLAVA",1627500,-4,74,5.7,2016,1242500
"412","BALACLAVA",1627500,-4,74,5.7,2017,1385500
"413","BALACLAVA",1627500,-4,74,5.7,2018,1190000
"414","BALACLAVA",1627500,-4,74,5.7,2019,1405000
"415","BALACLAVA",1627500,-4,74,5.7,2020,1418000
"416","BALACLAVA",1627500,-4,74,5.7,2021,1550000
"417","BALACLAVA",1627500,-4,74,5.7,2022,1560000
"418","BALACLAVA",1627500,-4,74,5.7,2023,1500000
"419","BALCOMBE",1550000,-5,148,9.5,2013,710000
"420","BALCOMBE",1550000,-5,148,9.5,2014,737000
"421","BALCOMBE",1550000,-5,148,9.5,2015,871000
"422","BALCOMBE",1550000,-5,148,9.5,2016,950000
"423","BALCOMBE",1550000,-5,148,9.5,2017,1100000
"424","BALCOMBE",1550000,-5,148,9.5,2018,1240000
"425","BALCOMBE",1550000,-5,148,9.5,2019,1125000
"426","BALCOMBE",1550000,-5,148,9.5,2020,1300000
"427","BALCOMBE",1550000,-5,148,9.5,2021,1750000
"428","BALCOMBE",1550000,-5,148,9.5,2022,1852500
"429","BALCOMBE",1550000,-5,148,9.5,2023,1758500
"430","BALLAN",670000,-5,73,5.6,2013,352000
"431","BALLAN",670000,-5,73,5.6,2014,330000
"432","BALLAN",670000,-5,73,5.6,2015,359000
"433","BALLAN",670000,-5,73,5.6,2016,370000
"434","BALLAN",670000,-5,73,5.6,2017,417000
"435","BALLAN",670000,-5,73,5.6,2018,462000
"436","BALLAN",670000,-5,73,5.6,2019,450000
"437","BALLAN",670000,-5,73,5.6,2020,505000
"438","BALLAN",670000,-5,73,5.6,2021,603500
"439","BALLAN",670000,-5,73,5.6,2022,640000
"440","BALLAN",670000,-5,73,5.6,2023,607500
"441","BALLARAT CENTRAL",696500,-12,89,6.6,2013,322000
"442","BALLARAT CENTRAL",696500,-12,89,6.6,2014,327500
"443","BALLARAT CENTRAL",696500,-12,89,6.6,2015,353000
"444","BALLARAT CENTRAL",696500,-12,89,6.6,2016,385000
"445","BALLARAT CENTRAL",696500,-12,89,6.6,2017,430000
"446","BALLARAT CENTRAL",696500,-12,89,6.6,2018,447500
"447","BALLARAT CENTRAL",696500,-12,89,6.6,2019,515000
"448","BALLARAT CENTRAL",696500,-12,89,6.6,2020,560000
"449","BALLARAT CENTRAL",696500,-12,89,6.6,2021,710000
"450","BALLARAT CENTRAL",696500,-12,89,6.6,2022,687500
"451","BALLARAT CENTRAL",696500,-12,89,6.6,2023,607500
"452","BALLARAT EAST",502500,-3,93,6.8,2013,265000
"453","BALLARAT EAST",502500,-3,93,6.8,2014,265000
"454","BALLARAT EAST",502500,-3,93,6.8,2015,275000
"455","BALLARAT EAST",502500,-3,93,6.8,2016,295000
"456","BALLARAT EAST",502500,-3,93,6.8,2017,310000
"457","BALLARAT EAST",502500,-3,93,6.8,2018,340000
"458","BALLARAT EAST",502500,-3,93,6.8,2019,360000
